Attendance_ID,Fellow_ID,Fellow_ID  (from Fellow_ID),Session,Year_of _imp,Date,School_ID,School_ID  (from School_ID),Supervisor_ID,Supervisor_ID (from Supervisor_ID),Attendance,absence_reason,Payment Initiated
TFW23_S_121_ANS23_School_17_Session1_45070,TFW23_S_121,TFW23_S_121,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_147_ANS23_School_17_Session1_45070,TFW23_S_147,TFW23_S_147,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_127_ANS23_School_17_Session1_45070,TFW23_S_127,TFW23_S_127,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_090_ANS23_School_17_Session1_45070,TFW23_S_090,TFW23_S_090,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_075_ANS23_School_17_Session1_45070,TFW23_S_075,TFW23_S_075,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_119_ANS23_School_17_Session1_45070,TFW23_S_119,TFW23_S_119,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_126_ANS23_School_17_Session1_45070,TFW23_S_126,TFW23_S_126,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_089_ANS23_School_17_Session1_45070,TFW23_S_089,TFW23_S_089,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_110_ANS23_School_17_Session1_45070,TFW23_S_110,TFW23_S_110,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_081_ANS23_School_17_Session1_45070,TFW23_S_081,TFW23_S_081,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_150_ANS23_School_17_Session1_45070,TFW23_S_150,TFW23_S_150,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_112_ANS23_School_17_Session1_45070,TFW23_S_112,TFW23_S_112,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_088_ANS23_School_17_Session1_45070,TFW23_S_088,TFW23_S_088,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,,,
TFW23_S_125_ANS23_School_17_Session1_45070,TFW23_S_125,TFW23_S_125,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_159_ANS23_School_17_Session1_45070,TFW23_S_159,TFW23_S_159,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_160_ANS23_School_17_Session1_45070,TFW23_S_160,TFW23_S_160,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_134_ANS23_School_17_Session1_45070,TFW23_S_134,TFW23_S_134,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_095_ANS23_School_17_Session1_45070,TFW23_S_095,TFW23_S_095,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_139_ANS23_School_17_Session1_45070,TFW23_S_139,TFW23_S_139,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_143_ANS23_School_17_Session1_45070,TFW23_S_143,TFW23_S_143,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_115_ANS23_School_17_Session1_45070,TFW23_S_115,TFW23_S_115,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_071_ANS23_School_17_Session1_45070,TFW23_S_071,TFW23_S_071,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_149_ANS23_School_17_Session1_45070,TFW23_S_149,TFW23_S_149,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_094_ANS23_School_17_Session1_45070,TFW23_S_094,TFW23_S_094,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_076_ANS23_School_17_Session1_45070,TFW23_S_076,TFW23_S_076,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_078_ANS23_School_17_Session1_45070,TFW23_S_078,TFW23_S_078,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_103_ANS23_School_17_Session1_45070,TFW23_S_103,TFW23_S_103,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_113_ANS23_School_17_Session1_45070,TFW23_S_113,TFW23_S_113,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_097_ANS23_School_17_Session1_45070,TFW23_S_097,TFW23_S_097,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_145_ANS23_School_17_Session1_45070,TFW23_S_145,TFW23_S_145,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_105_ANS23_School_17_Session1_45070,TFW23_S_105,TFW23_S_105,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_141_ANS23_School_17_Session1_45070,TFW23_S_141,TFW23_S_141,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_124_ANS23_School_17_Session1_45070,TFW23_S_124,TFW23_S_124,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_104_ANS23_School_17_Session1_45070,TFW23_S_104,TFW23_S_104,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_122_ANS23_School_17_Session1_45070,TFW23_S_122,TFW23_S_122,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_108_ANS23_School_17_Session1_45070,TFW23_S_108,TFW23_S_108,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_086_ANS23_School_17_Session1_45070,TFW23_S_086,TFW23_S_086,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_140_ANS23_School_17_Session1_45070,TFW23_S_140,TFW23_S_140,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_152_ANS23_School_17_Session1_45070,TFW23_S_152,TFW23_S_152,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_132_ANS23_School_17_Session1_45070,TFW23_S_132,TFW23_S_132,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_154_ANS23_School_17_Session1_45070,TFW23_S_154,TFW23_S_154,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_155_ANS23_School_17_Session1_45070,TFW23_S_155,TFW23_S_155,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_102_ANS23_School_17_Session1_45070,TFW23_S_102,TFW23_S_102,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_146_ANS23_School_17_Session1_45070,TFW23_S_146,TFW23_S_146,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_079_ANS23_School_17_Session1_45070,TFW23_S_079,TFW23_S_079,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_074_ANS23_School_17_Session1_45070,TFW23_S_074,TFW23_S_074,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_080_ANS23_School_17_Session1_45070,TFW23_S_080,TFW23_S_080,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_098_ANS23_School_17_Session1_45070,TFW23_S_098,TFW23_S_098,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_211_ANS23_School_24_Session1_45068,TFW23_S_211,TFW23_S_211,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_130_ANS23_School_17_Session1_45070,TFW23_S_130,TFW23_S_130,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_116_ANS23_School_17_Session1_45070,TFW23_S_116,TFW23_S_116,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_082_ANS23_School_17_Session1_45070,TFW23_S_082,TFW23_S_082,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,,,
TFW23_S_093_ANS23_School_17_Session1_45070,TFW23_S_093,TFW23_S_093,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_129_ANS23_School_17_Session1_45070,TFW23_S_129,TFW23_S_129,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_101_ANS23_School_17_Session1_45070,TFW23_S_101,TFW23_S_101,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_106_ANS23_School_17_Session1_45070,TFW23_S_106,TFW23_S_106,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,,,
TFW23_S_085_ANS23_School_17_Session1_45070,TFW23_S_085,TFW23_S_085,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,,,
TFW23_S_156_ANS23_School_17_Session1_45070,TFW23_S_156,TFW23_S_156,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_136_ANS23_School_17_Session1_45070,TFW23_S_136,TFW23_S_136,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_137_ANS23_School_17_Session1_45070,TFW23_S_137,TFW23_S_137,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_144_ANS23_School_17_Session1_45070,TFW23_S_144,TFW23_S_144,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_135_ANS23_School_17_Session1_45070,TFW23_S_135,TFW23_S_135,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_157_ANS23_School_17_Session1_45070,TFW23_S_157,TFW23_S_157,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_118_ANS23_School_17_Session1_45070,TFW23_S_118,TFW23_S_118,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_096_ANS23_School_17_Session1_45070,TFW23_S_096,TFW23_S_096,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_138_ANS23_School_17_Session1_45070,TFW23_S_138,TFW23_S_138,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_131_ANS23_School_17_Session1_45070,TFW23_S_131,TFW23_S_131,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_123_ANS23_School_17_Session1_45070,TFW23_S_123,TFW23_S_123,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_111_ANS23_School_17_Session1_45070,TFW23_S_111,TFW23_S_111,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_073_ANS23_School_17_Session1_45070,TFW23_S_073,TFW23_S_073,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_153_ANS23_School_17_Session1_45070,TFW23_S_153,TFW23_S_153,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_084_ANS23_School_17_Session1_45070,TFW23_S_084,TFW23_S_084,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_133_ANS23_School_17_Session1_45070,TFW23_S_133,TFW23_S_133,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_100_ANS23_School_17_Session1_45070,TFW23_S_100,TFW23_S_100,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_142_ANS23_School_17_Session1_45070,TFW23_S_142,TFW23_S_142,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_072_ANS23_School_17_Session1_45070,TFW23_S_072,TFW23_S_072,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_083_ANS23_School_17_Session1_45070,TFW23_S_083,TFW23_S_083,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_158_ANS23_School_17_Session1_45070,TFW23_S_158,TFW23_S_158,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_114_ANS23_School_17_Session1_45070,TFW23_S_114,TFW23_S_114,1,2023,24/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_102_ANS23_School_17_Session2_45077,TFW23_S_102,TFW23_S_102,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_132_ANS23_School_17_Session2_45077,TFW23_S_132,TFW23_S_132,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_104_ANS23_School_17_Session2_45077,TFW23_S_104,TFW23_S_104,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_071_ANS23_School_17_Session2_45077,TFW23_S_071,TFW23_S_071,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_134_ANS23_School_17_Session2_45077,TFW23_S_134,TFW23_S_134,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_155_ANS23_School_17_Session2_45077,TFW23_S_155,TFW23_S_155,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_127_ANS23_School_17_Session2_45077,TFW23_S_127,TFW23_S_127,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_126_ANS23_School_17_Session2_45077,TFW23_S_126,TFW23_S_126,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_152_ANS23_School_17_Session2_45077,TFW23_S_152,TFW23_S_152,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_075_ANS23_School_17_Session2_45077,TFW23_S_075,TFW23_S_075,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_107_ANS23_School_17_Session2_45077,TFW23_S_107,TFW23_S_107,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_105_ANS23_School_17_Session2_45077,TFW23_S_105,TFW23_S_105,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_112_ANS23_School_17_Session2_45077,TFW23_S_112,TFW23_S_112,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_137_ANS23_School_17_Session2_45077,TFW23_S_137,TFW23_S_137,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_113_ANS23_School_17_Session2_45077,TFW23_S_113,TFW23_S_113,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_116_ANS23_School_17_Session2_45077,TFW23_S_116,TFW23_S_116,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_150_ANS23_School_17_Session2_45077,TFW23_S_150,TFW23_S_150,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_098_ANS23_School_17_Session2_45077,TFW23_S_098,TFW23_S_098,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_211_ANS23_School_24_Session2_45075,TFW23_S_211,TFW23_S_211,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_092_ANS23_School_17_Session2_45077,TFW23_S_092,TFW23_S_092,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_154_ANS23_School_17_Session2_45077,TFW23_S_154,TFW23_S_154,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_110_ANS23_School_17_Session2_45077,TFW23_S_110,TFW23_S_110,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_077_ANS23_School_17_Session2_45077,TFW23_S_077,TFW23_S_077,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_074_ANS23_School_17_Session2_45077,TFW23_S_074,TFW23_S_074,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_138_ANS23_School_17_Session2_45077,TFW23_S_138,TFW23_S_138,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_079_ANS23_School_17_Session2_45077,TFW23_S_079,TFW23_S_079,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_078_ANS23_School_17_Session2_45077,TFW23_S_078,TFW23_S_078,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_096_ANS23_School_17_Session2_45077,TFW23_S_096,TFW23_S_096,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_109_ANS23_School_17_Session2_45077,TFW23_S_109,TFW23_S_109,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_076_ANS23_School_17_Session2_45077,TFW23_S_076,TFW23_S_076,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_106_ANS23_School_17_Session2_45077,TFW23_S_106,TFW23_S_106,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,,,
TFW23_S_148_ANS23_School_17_Session2_45077,TFW23_S_148,TFW23_S_148,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_128_ANS23_School_17_Session2_45077,TFW23_S_128,TFW23_S_128,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_140_ANS23_School_17_Session2_45077,TFW23_S_140,TFW23_S_140,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_090_ANS23_School_17_Session2_45077,TFW23_S_090,TFW23_S_090,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_151_ANS23_School_17_Session2_45077,TFW23_S_151,TFW23_S_151,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_084_ANS23_School_17_Session2_45077,TFW23_S_084,TFW23_S_084,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_157_ANS23_School_17_Session2_45077,TFW23_S_157,TFW23_S_157,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_144_ANS23_School_17_Session2_45077,TFW23_S_144,TFW23_S_144,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_145_ANS23_School_17_Session2_45077,TFW23_S_145,TFW23_S_145,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_073_ANS23_School_17_Session2_45077,TFW23_S_073,TFW23_S_073,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_111_ANS23_School_17_Session2_45077,TFW23_S_111,TFW23_S_111,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_13,SPV23_S_13,checked,,
TFW23_S_149_ANS23_School_17_Session2_45077,TFW23_S_149,TFW23_S_149,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_080_ANS23_School_17_Session2_45077,TFW23_S_080,TFW23_S_080,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_38,SPV23_S_38,checked,,
TFW23_S_142_ANS23_School_17_Session2_45077,TFW23_S_142,TFW23_S_142,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_12,SPV23_S_12,,,
TFW23_S_097_ANS23_School_17_Session2_45077,TFW23_S_097,TFW23_S_097,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_161_ANS23_School_17_Session2_45077,TFW23_S_161,TFW23_S_161,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_124_ANS23_School_17_Session2_45077,TFW23_S_124,TFW23_S_124,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_129_ANS23_School_17_Session2_45077,TFW23_S_129,TFW23_S_129,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_133_ANS23_School_17_Session2_45077,TFW23_S_133,TFW23_S_133,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_18,SPV23_S_18,,,
TFW23_S_123_ANS23_School_17_Session2_45077,TFW23_S_123,TFW23_S_123,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_082_ANS23_School_17_Session2_45077,TFW23_S_082,TFW23_S_082,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,,,
TFW23_S_159_ANS23_School_17_Session2_45077,TFW23_S_159,TFW23_S_159,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_093_ANS23_School_17_Session2_45077,TFW23_S_093,TFW23_S_093,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_131_ANS23_School_17_Session2_45077,TFW23_S_131,TFW23_S_131,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_091_ANS23_School_17_Session2_45077,TFW23_S_091,TFW23_S_091,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_101_ANS23_School_17_Session2_45077,TFW23_S_101,TFW23_S_101,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_089_ANS23_School_17_Session2_45077,TFW23_S_089,TFW23_S_089,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_156_ANS23_School_17_Session2_45077,TFW23_S_156,TFW23_S_156,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_122_ANS23_School_17_Session2_45077,TFW23_S_122,TFW23_S_122,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_19,SPV23_S_19,,,
TFW23_S_081_ANS23_School_17_Session2_45077,TFW23_S_081,TFW23_S_081,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,checked,,
TFW23_S_119_ANS23_School_17_Session2_45077,TFW23_S_119,TFW23_S_119,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_20,SPV23_S_20,,,
TFW23_S_160_ANS23_School_17_Session2_45077,TFW23_S_160,TFW23_S_160,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_14,SPV23_S_14,,,
TFW23_S_094_ANS23_School_17_Session2_45077,TFW23_S_094,TFW23_S_094,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_100_ANS23_School_17_Session2_45077,TFW23_S_100,TFW23_S_100,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
TFW23_S_088_ANS23_School_17_Session2_45077,TFW23_S_088,TFW23_S_088,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_11,SPV23_S_11,,,
TFW23_S_095_ANS23_School_17_Session2_45077,TFW23_S_095,TFW23_S_095,2,2023,31/5/2023,ANS23_School_17,ANS23_School_17,SPV23_S_17,SPV23_S_17,checked,,
